,id,car_brand,car_series,model_year,car_price,cost_per_month,tax_rate,energy_combined,car_capacity,car_width,car_length,car_height,car_seats,car_weight,emissions_pm,emissions_nox,emissions_co2,emission_cluster_kmeans,pca_kmean_cluster
72,c9f97ba1-a91d-4d47-a60b-b09357b9679c,TATA,Super Ace Mint,2023,375000,3473.04,2.5,5.8,1396,1565,4340,1858,2,1175,0.0245,0.248,155,1,3
73,1347b58c-1b4e-4a4c-8053-0d89e9d3c229,TATA,Super Ace Mint (23MY),2023,385000,3473.04,2.5,5.8,1396,1565,4340,1858,2,1175,0.0245,0.248,155,1,3
74,28b0a51e-a9cc-4f9b-843b-8fe52dccc465,FORD,Everest 2.0L Bi-Turbo Wildtrak 4x4 10AT,2023,1922000,5555.3,20.0,7.3,1996,1923,4914,1844,7,2010,0.025,0.317,193,0,1
75,e97e303f-1155-40f6-a871-14c8873f1ef7,NISSAN,FAIRLADY Z VERSION ST,2023,3584500,7229.5,35.0,9.5,2997,1845,4380,1315,2,1609,,0.004,221,3,2
76,85497398-fcb6-4d64-94a5-9f22a0e4bad0,PORSCHE,911 Dakar,2023,25805000,7838.3,35.0,10.3,2981,1864,4530,1338,2,1605,,0.019,235,2,2
77,e1989b0b-0fa8-478d-b991-333eb255c1a5,LEXUS,RX350h Premium,2023,4790000,3805.0,16.0,5.0,2487,1920,4890,1695,5,1900,4e-05,0.001,114,1,0
78,9e88ceff-1989-438a-88e0-a9ef1fc1b342,LEXUS,RX350h Luxury,2023,4440000,3805.0,16.0,5.0,2487,1920,4890,1695,5,1900,4e-05,0.001,114,1,0
79,79302ca0-fec8-4571-9bc7-55d23fe8e266,LEXUS,RX500h F-Sport Direct4,2023,5500000,4946.5,16.0,6.5,2393,1920,4890,1695,5,2095,0.00019,0.014,148,0,3
80,aff20fea-e34f-4665-b7d5-9ff61889c975,LEXUS,LS500h Executive Pleat,2017,16500000,5098.7,40.0,6.7,3456,1900,5225,1450,5,2190,0.0,0.003,151,2,3
81,e060c482-f838-4d24-8220-5f19762ed99f,LEXUS,LS500h Executive,2017,15200000,5098.7,40.0,6.7,3456,1900,5225,1450,5,2190,0.0,0.003,151,2,3
82,6338387d-eb15-4db4-8e5c-cce04e7fddbe,PEUGEOT,2008 DE NOUVEAU,2023,1049000,4413.8,25.0,5.8,1199,1785,4312,1545,5,1271,,0.012,136,1,3
83,5342ef30-68c1-4272-bf73-0c929953a617,PEUGEOT,5008  DE NOUVEAU,2023,1539000,5859.7,30.0,7.7,1598,1855,4670,1655,7,1616,,0.014,179,0,1
84,ceff3013-a7c7-4d8e-ba7d-6466b7fdfc2e,PEUGEOT,3008 DE NOUVEAU,2023,1439000,5783.6,30.0,7.6,1598,1850,4510,1662,5,1512,,0.012,177,3,1
85,0a217820-43a5-408b-88ad-14bdb197d447,Mitsubishi,TRITON SINGLE CAB 2.4 ACTIVE (CAB & CHASSIS),2024,565000,5022.6,,6.6,2442,1865,5265,1695,2,1520,0.00045,0.245,174,3,1
86,ef965341-cd2e-409b-8722-68f089638e13,Mitsubishi,TRITON MEGA CAB PLUS 2.4 ULTRA AT,2024,946000,5250.9,3.0,6.9,2442,1865,5320,1795,2,1860,0.003,0.217,183,3,1
87,cb9c4644-24f1-4819-9890-7de3f4e67f52,Mitsubishi,TRITON SINGLE CAB 2.4 ACTIVE,2024,599000,5022.6,2.0,6.6,2442,1865,5265,1695,2,1695,0.00045,0.245,174,3,1
88,c3bda166-0668-4aef-b1e7-9022f3a22535,Mitsubishi,TRITON SINGLE CAB 2.4 PRO,2024,609000,5022.6,2.0,6.6,2442,1865,5265,1695,2,1695,0.00073,0.252,174,3,1
89,da72e584-4a22-4447-813a-9c6ebdced50b,Mitsubishi,TRITON MEGA CAB 2.4 PRO,2024,682000,5022.6,3.0,6.6,2442,1865,5320,1705,2,1755,0.00105,0.249,173,3,1
90,359eb890-40c7-4958-9d43-fd720eb2e5f8,Mitsubishi,TRITON MEGA CAB 2.4 ACTIVE,2024,622000,5022.6,3.0,6.6,2442,1865,5265,1705,2,1730,0.00105,0.249,173,3,1
91,e7f17142-a3fe-4d86-82d5-d5fed9421f1b,Mitsubishi,TRITON MEGA CAB PLUS 2.4 PRIME,2024,821000,5098.7,3.0,6.7,2442,1865,5320,1795,2,1865,0.001,0.249,175,3,1
92,a501bc69-14b3-4549-ab7e-cdb09b9fab66,Mitsubishi,TRITON MEGA CAB PLUS 2.4 ULTRA,2024,901000,5098.7,3.0,6.7,2442,1865,5320,1795,2,1865,0.001,0.249,175,3,1
93,e3860a2b-7b40-4ffc-b939-d6c8f84b94f4,Mitsubishi,TRITON DOUBLE CAB 2.4 PRO,2024,712000,5098.7,9.0,6.7,2442,1865,5320,1705,5,1780,0.00105,0.249,175,0,1
94,6085fc88-32f5-4f61-bca1-fd90329a070e,Mitsubishi,TRITON MEGA CAB PLUS 2.4 PRO,2024,740000,5098.7,3.0,6.7,2442,1865,5320,1795,2,1835,0.001,0.249,175,3,1
95,080cbd56-cdd5-403d-b9f7-1f7759dd8eec,Mitsubishi, TRITON DOUBLE CAB 2.4 ULTRA 4WD AT,2024,1228000,5250.9,9.0,6.9,2442,1865,5320,1795,5,2000,0.0005,0.223,182,0,1
96,18b73467-a84c-45ce-9e44-0248ff33bd1c,PORSCHE,718 Cayman,2023,7036000,6696.8,30.0,8.8,1988,1801,4379,1295,2,1365,,0.053,200,3,1
97,8d9f1d82-5b21-44db-aeac-3b09704eb3c6,PORSHCE,Cayenne Coupe,2024,9186000,7990.5,35.0,10.5,2995,1983,4930,1678,5,2085,,0.014,240,2,2
98,1fa64721-d497-41d6-9a49-980683b74973,PORSCHE,911 Carrera S Cabriolet,2024,15264000,7077.3,35.0,9.3,2981,1852,4519,1299,4,1585,,0.017,213,2,2
99,3df626bc-e5fa-46ac-91bd-7d434eaf3947,PORSCHE,Macan S,2022,6428000,8066.6,35.0,10.6,2894,1927,4726,1621,5,1930,,0.02,241,2,2
100,e201a40d-c54c-447d-8789-298ff12f3e00,PORSCHE,911 Carrera 4S Cabriolet,2022,15988000,7077.3,35.0,9.3,2981,1852,4519,1299,4,1635,,0.017,213,2,2
101,db0c2be3-5c7a-4904-8bd6-dc86fcb1f91e,BMW,740d M Sport,2023,6549000,3353.28,25.0,5.6,2993,1950,5391,1544,5,2130,0.00012,0.042,150,0,3
102,ad996ff1-dddf-4ddb-98b0-bbc712214aa2,Mercedes-Benz,C 220 d AMG Line,2023,2880000,2754.48,25.0,4.6,1993,1820,4793,1446,5,1745,0.00015,0.013,122,1,0
103,44556f9d-ace0-41af-a578-86d298247837,MINI,Cooper Hatch 3 door,2021,2259000,4413.8,25.0,5.8,1499,1727,3863,1414,4,1135,,0.017,138,1,3
104,941a9af1-86dc-4f3f-92cd-18fddd4f45ca,MINI,Cooper S Convertible,2021,3010000,4794.3,25.0,6.3,1998,1727,3876,1415,4,1315,,0.007,146,3,3
105,b9ebad90-ea12-4cbc-843d-44c014269a3f,HONDA,STEP WGN e:HEV SPADA,2023,1600000,3957.2,16.0,5.2,1993,1695,4760,1840,7,1835,,0.004,120,1,0
106,deed61e7-4600-43a0-80de-b87d62d90cd9,BMW,630i GT M Sport,2020,4109000,5555.3,30.0,7.3,1998,1902,5091,1538,5,1720,,0.019,167,0,1
107,d46fbe74-0674-4d32-93ce-27a6dc5c71de,BMW,420i Coupe M Sport,2023,3589000,4870.4,25.0,6.4,1998,1852,4768,1383,4,1525,,0.023,145,3,3
108,1b79cea1-fd79-4fc0-a2a6-9284e6915541,ISUZU,MU-X 3.0 Ultimate 4WD (Phantom Collection),2023,1671000,5555.3,20.0,7.3,2999,1870,4850,1875,7,2165,0.04699,0.292,194,0,1
109,baf6dca6-91fe-4181-87ad-5b2e2ea263ef,ISUZU,MU-X 3.0 Ultimate (Phantom Collection),2023,1571000,5707.5,20.0,7.5,2999,1870,4850,1875,7,2080,0.04699,0.292,186,0,1
110,23b91c08-4bc4-44e8-85fd-30ed49b4e773,ISUZU,MU-X 1.9 Ultimate (Phantom Collection),2023,1526000,5098.7,20.0,6.7,1898,1870,4850,1875,7,2005,0.02416,0.35,177,0,1
111,deb9422b-6272-441a-8ebd-113cfc65589a,ISUZU,MU-X 3.0 Ultimate 4WD,2023,1659000,5555.3,20.0,7.3,2999,1870,4850,1875,7,2165,0.04699,0.292,194,0,1
112,63cb3935-6d2f-4730-bb07-712683b5e460,ISUZU,MU-X 3.0 Ultimate,2023,1559000,5707.5,20.0,7.5,2999,1870,4850,1875,7,2080,0.04699,0.292,186,0,1
113,5879d11a-bf67-4216-bfa5-05dbff2660bd,ISUZU,MU-X 3.0 Elegant,2023,1444000,5707.5,20.0,7.5,2999,1870,4850,1875,7,2050,0.04699,0.292,186,0,1
114,f4168938-ab86-4cea-803e-3f1d6730b4f0,ISUZU,MU-X 1.9 Ultimate,2023,1514000,5098.7,20.0,6.7,1898,1870,4850,1875,7,2005,0.02416,0.35,177,0,1
115,89a7c4c9-b8bb-4244-a7f4-732eace47231,ISUZU,MU-X 1.9 Elegant,2023,1399000,5098.7,20.0,6.7,1898,1870,4850,1875,7,1985,0.02416,0.35,177,0,1
116,7110604d-83b8-4236-b039-adb57b4582c4,ISUZU,MU-X 1.9 Active,2023,1174000,5098.7,20.0,6.7,1898,1870,4850,1815,7,1950,0.02416,0.35,177,0,1
117,908b1b73-748e-4815-b10f-7c531cbb90d3,AUDI,RS 7 Sportback quattro performance,2023,11280000,9436.4,40.0,12.4,3996,2118,5009,1424,5,2070,0.00018,0.023,268,2,2
118,b5116766-4943-477c-a2c6-177c914d2e89,AUDI,RS 6 Avant quattro performance,2023,11280000,9436.4,40.0,12.4,3996,2120,4995,1460,5,2070,0.00018,0.023,268,2,2
119,af8b6a15-b66a-448a-a305-78818eca1e5c,AUDI,RS 5 Coupe quattro competition,2023,6599000,,35.0,,2894,1866,4723,1372,4,1661,0.00032,0.014,245,1,2
120,02ff4741-8f0d-4c79-a827-9eec9f3fb3f3,AUDI,RS 4 Avant quattro competition,2023,6499000,7381.7,35.0,9.7,2894,1866,4782,1414,5,1661,0.00032,0.014,222,2,2
121,86366d2d-cbf3-4ecb-9dca-02e5d12240af,AUDI,RS 3 Sportback quattro,2023,5449000,6925.1,35.0,9.1,2480,1851,4389,1436,5,1541,0.00034,0.017,208,3,1
122,38e2d3e1-cfe2-4bdf-95bf-0a740546d4a0,TOYOTA,YARIS CROSS HEV Smart,2023,789000,2891.8,4.0,3.8,1496,1770,4310,1615,5,1225,,0.005,86,1,0
123,4bc5c07f-efbe-4e5c-8d52-620e93c1a697,TOYOTA,YARIS CROSS HEV Premium,2023,849000,2891.8,4.0,3.8,1496,1770,4310,1615,5,1225,,0.005,86,1,0
124,3c0a1295-d56a-4789-aa37-ea5af5a9a55e,TOYOTA,YARIS CROSS HEV Premium Luxury,2023,899000,2891.8,4.0,3.8,1496,1770,4310,1615,5,1225,,0.005,86,1,0
125,99e39afc-9701-49cf-888e-09ad6dcde82b,TOYOTA,CROWN CROSSOVER HYBRID,2022,2350000,3652.8,16.0,4.8,2487,1840,4930,1540,5,1770,,0.002,115,1,0
126,6432ac89-c157-4623-a87e-82c59590df0f,HAVAL,H6 HEV PRO,2023,1099000,3957.2,8.0,5.2,1499,1886,4683,1730,5,1690,,0.052,120,1,0
127,bf93dd9f-09a1-4b5d-a995-2cbe31d592d2,ISUZU,D-MAX V-Cross 3.0 Ddi M 4-door AT E4,2024,1257000,5479.2,9.0,7.2,2999,1870,5280,1810,5,2025,0.03647,0.319,186,0,1
128,3190b99a-8e75-4bde-ba1c-70202abcadf3,ISUZU,D-MAX V-Cross 3.0 Ddi ZP 4-door E4,2024,1149000,5327.0,9.0,7.0,2999,1870,5280,1810,5,2000,0.03079,0.346,182,0,1
129,6da1f2aa-372e-4011-a3d2-4aa9367234f1,ISUZU,D-MAX V-Cross 3.0 Ddi Z 4-door E4,2024,1034000,5327.0,9.0,7.0,2999,1870,5280,1810,5,2000,0.03079,0.346,182,0,1
130,fc864277-ec2e-490a-a215-cc3935898e83,ISUZU,D-MAX Hi-Lander 3.0 Ddi M 4-door AT E4,2024,1144000,5174.8,9.0,6.8,2999,1870,5280,1790,5,1940,0.03647,0.319,180,0,1
131,119a31ef-02ca-4c4b-a3b3-87f658487206,ISUZU,D-MAX Hi-Lander 1.9 Ddi M 4-door AT E4,2024,1113000,4870.4,9.0,6.4,1898,1870,5280,1790,5,1865,0.04591,0.268,167,0,1
132,a53a3793-a798-4410-87a4-470d45df1f4c,ISUZU,D-MAX Hi-Lander 3.0 Ddi ZP 4-door E4,2024,1036000,5250.9,9.0,6.9,2999,1870,5280,1790,5,1920,0.03079,0.346,181,0,1
133,e012ed58-b661-4367-bf93-067f974212df,ISUZU,D-MAX Hi-Lander 1.9 Ddi ZP 4-door AT E4,2024,1040000,4718.2,9.0,6.2,1898,1870,5280,1790,5,1860,0.04591,0.268,166,0,1
134,1f54d4b2-02d6-4623-9f0a-d648a75b4dc8,ISUZU,D-MAX Hi-Lander 1.9 Ddi ZP 4-door E4,2024,1005000,5098.7,9.0,6.7,1898,1870,5280,1790,5,1835,0.04587,0.291,175,0,1
135,3d4d5177-e7f0-4832-97c3-458359a59767,ISUZU,D-MAX Hi-Lander 1.9 Ddi Z 4-door AT E4,2024,967000,4718.2,9.0,6.2,1898,1870,5280,1790,5,1855,0.04591,0.268,166,0,1
136,b05bba8f-0dd8-42e9-9fa3-a41b4efe58d4,ISUZU,D-MAX Hi-Lander 1.9 Ddi Z 4-door E4,2024,932000,5022.6,9.0,6.6,1898,1870,5280,1790,5,1830,0.04587,0.291,174,0,1
137,4fd01985-dfaa-4dcc-bde7-097268db9bca,ISUZU,D-MAX Hi-Lander 1.9 Ddi L 4-door AT E4,2024,900000,4718.2,9.0,6.2,1898,1870,5280,1785,5,1840,0.04591,0.268,166,0,1
138,b750903f-e16d-43ad-a55b-532c8a72dc5a,ISUZU,D-MAX Hi-Lander 1.9 Ddi L 4-door E4,2024,865000,5022.6,9.0,6.6,1898,1870,5280,1785,5,1820,0.04587,0.291,174,0,1
139,55a8855c-77eb-42aa-9580-38deeec24dde,ISUZU,D-MAX Cab4 1.9 Ddi Z E4,2024,875000,5174.8,9.0,6.8,1898,1810,5300,1700,5,1775,0.04587,0.291,174,0,1
140,fe3431b1-2158-4197-800b-c86d4e44960d,ISUZU,D-MAX Cab4 1.9 Ddi L AT E4,2024,849000,4870.4,9.0,6.4,1898,1810,5300,1700,5,1790,0.04591,0.268,167,0,1
141,fefeca64-8fd2-4e76-a067-c29aa01e58bd,ISUZU,D-MAX Cab4 1.9 Ddi L E4,2024,809000,4870.4,9.0,6.4,1898,1810,5300,1700,5,1770,0.04587,0.291,171,0,1
142,e2b0a1f9-e87c-4041-bbee-d95d0d8ec4df,ISUZU,D-MAX Cab4 1.9 Ddi S AT E4,2024,771000,4870.4,9.0,6.4,1898,1810,5230,1690,5,1770,0.04591,0.268,167,0,1
143,c6fe1e54-bd07-4a1f-9de1-ede073e37c07,ISUZU,D-MAX Cab4 1.9 Ddi S E4,2024,731000,4870.4,9.0,6.4,1898,1810,5230,1690,5,1745,0.04587,0.291,171,0,1
144,6d538a24-5e68-4453-9350-44c3992c964d,ISUZU,D-MAX V-Cross 3.0 Ddi Z 2-door E4,2024,917000,5327.0,3.0,7.0,2999,1870,5280,1790,2,1960,0.03079,0.346,182,3,1
145,400409c3-1b25-44b4-9975-ebdde963892f,ISUZU,D-MAX Hi-Lander 1.9 Ddi ZP 2-door AT E4,2024,928000,4718.2,3.0,6.2,1898,1870,5280,1790,2,1810,0.04591,0.268,166,3,1
146,240a20df-16c4-4f77-8ece-d0ad6dea6be7,ISUZU,D-MAX Hi-Lander 1.9 Ddi Z 2-door AT E4,2024,861000,4718.2,3.0,6.2,1898,1870,5280,1785,2,1805,0.04591,0.268,166,3,1
147,290cca84-0127-41c6-affd-b5f65b24cec8,ISUZU,D-MAX Hi-Lander 1.9 Ddi Z 2-door E4,2024,821000,5022.6,3.0,6.6,1898,1870,5280,1785,2,1780,0.04587,0.291,174,3,1
148,c3345db9-daa5-4581-abd9-a51dfdc502d1,ISUZU,D-MAX Hi-Lander 1.9 Ddi L 2-door AT E4,2024,798000,4718.2,3.0,6.2,1898,1870,5280,1785,2,1805,0.04591,0.268,166,3,1
149,42de8bd9-3f69-48cf-bc1c-2c9fc0d8d5c1,ISUZU,D-MAX Hi-Lander 1.9 Ddi L 2-door E4,2024,758000,5022.6,3.0,6.6,1898,1870,5280,1785,2,1775,0.04587,0.291,174,3,1
150,6fc22e6d-d54d-4111-ae4a-8b1718b6ecdd,ISUZU,D-MAX Spacecab 1.9 Ddi L AT E4,2024,753000,4870.4,3.0,6.4,1898,1810,5300,1700,2,1760,0.04591,0.268,167,3,1
151,edac416d-088c-4a6e-92b6-1054bb96dbd8,ISUZU,D-MAX Spacecab 1.9 Ddi L E4,2024,713000,4870.4,3.0,6.4,1898,1810,5300,1700,2,1735,0.04587,0.291,171,3,1
152,48315945-f19e-4101-8afb-08aa3a28bc43,ISUZU,D-MAX Spacecab 3.0 Ddi S E4,2024,673000,5327.0,3.0,7.0,2999,1810,5230,1690,2,1800,0.03079,0.346,182,3,1
153,6f473b4b-d08d-4eaa-8af3-3d1844e42760,ISUZU,D-MAX Spacecab 1.9 Ddi S AT E4,2024,690000,4870.4,3.0,6.4,1898,1810,5230,1690,2,1740,0.04591,0.268,167,3,1
154,6706319f-2669-4495-941d-cbc206f184bc,ISUZU,D-MAX Spacecab 1.9 Ddi S E4,2024,650000,4870.4,3.0,6.4,1898,1810,5230,1690,2,1720,0.04587,0.291,171,3,1
155,eb2a96ad-9eee-4f45-9a65-6d3b59ee1901,ISUZU,D-MAX Spark 3.0 Ddi S 4x4 E4,2024,720000,5327.0,2.0,7.0,2999,1810,5245,1770,2,1875,0.03079,0.346,182,3,1
156,a9a4da7f-0720-414e-8f59-f16aab18693d,ISUZU,D-MAX Spark 3.0 Ddi S E4,2024,628000,5327.0,2.0,7.0,2999,1810,5245,1690,2,1760,0.03079,0.346,182,3,1
157,20720a40-f7b2-4159-b80e-9d5bc2928331,ISUZU,D-MAX Spark 1.9 Ddi S AT E4,2024,650000,4870.4,2.0,6.4,1898,1810,5245,1690,2,1700,0.04591,0.268,167,3,1
158,549453bd-72c7-4e24-9a83-45e41f128ce0,ISUZU,D-MAX Spark 1.9 Ddi S E4,2024,610000,4870.4,2.0,6.4,1898,1810,5245,1690,2,1675,0.04587,0.291,171,3,1
159,8b14cd4a-fd54-4579-9588-8ccfc724b24c,ISUZU,D-MAX Spark 1.9 Ddi B E4,2024,577000,4870.4,2.0,6.4,1898,1810,5245,1690,2,1675,0.04587,0.291,171,3,1
160,77a95ffa-6937-45c1-b841-5004eb857eae,ISUZU,D-MAX Spark 1.9 Ddi B Cab-Chassis (Refrigerator) AT E4,2024,580000,4566.0,,6.0,1898,1810,5035,1695,2,1535,0.02912,0.256,160,3,3
161,19d184ae-e2ed-4980-bf46-2a902c3b4214,ISUZU,D-MAX Spark 1.9 Ddi B Cab-Chassis (Refrigerator) E4,2024,545000,4946.5,,6.5,1898,1810,5035,1695,2,1510,0.03575,0.215,168,3,1
162,107267c5-c59f-4e2a-8b03-3f9f00909815,ISUZU,D-MAX Spark 1.9 Ddi B Cab-Chassis E4,2024,540000,4946.5,,6.5,1898,1810,5035,1695,2,1510,0.03575,0.215,168,3,1
163,b21cb626-d65a-41ca-9a93-ee96d05782a9,ISUZU,D-MAX Spark 1.9 Ddi B Flat Deck (SWB) E4,2024,674000,4870.4,2.0,6.4,1898,1810,4930,1705,2,1675,0.04587,0.291,171,3,1
164,09078fe4-ee54-4e63-aef3-704d739e334d,JEEP,WRANGLER RUBICON FOUR DOOR ,2022,5090000,7838.3,35.0,10.3,1995,1894,4882,1825,4,2028,0.00015,0.025,235,2,2
165,7d485b9e-bd87-4ebe-865b-3e158ff2308a,FORD,Ranger Double Cab Stormtrak 2.0L Bi-Turbo HR 10AT,2023,1314000,5403.1,9.0,7.1,1996,1949,5370,1886,5,1780,0.028,0.285,188,0,1
166,ecf7afbe-4828-4909-be8d-b6b10d165ee7,FORD,Ranger Double Cab Stormtrak 2.0L Bi-Turbo 4x4 10AT,2023,1449000,5479.2,9.0,7.2,1996,2208,5370,1916,5,2281,0.019,0.316,191,0,1
167,83a8bbae-baf0-4969-a5ac-7c6175aaf506,FORD,Ranger Open Cab XLS 2.0L Turbo HR 6AT,2023,794000,5631.4,3.0,7.4,1996,2208,5370,1884,2,1780,0.047,0.276,196,3,1
168,0b9bca9c-49a4-43d0-a5ec-c33d17e750bf,FORD,Ranger Double Cab Raptor 2.0L Bi-Turbo 4WD 10AT,2023,1769000,6392.4,17.0,8.4,1996,2208,5370,1916,5,2000,0.03552,0.222,221,0,2
169,50ac3156-5a7f-465b-a8f9-d5ea4d79288a,FORD,Ranger Double Cab XLS 2.0L Turbo HR 6AT,2023,879000,5631.4,9.0,7.4,1996,2208,5370,1886,5,1780,0.047,0.276,196,0,1
170,ff42581d-3929-4ec6-858c-c91738cd7936,FORD,Ranger DBL Raptor 3.0L V6 Twin-Turbo EcoBoost 4WD 10AT,2022,1979000,8751.5,17.0,11.5,2956,2028,5381,1922,5,2000,,0.011,267,2,2
171,e1b36c86-cc33-4eab-8e4b-6c1b10a49384,FORD,Ranger Double Cab XL+ 2.0L Turbo HR 6MT,2022,812000,5022.6,9.0,6.6,1996,1918,5370,1884,5,1780,0.043,0.253,175,0,1
172,d7f2bc4e-95f0-4b2a-bf72-139770b207d3,FORD,Ranger Double Cab XL 2.0L Turbo LR 5MT,2022,742000,5022.6,9.0,6.6,1996,1910,5350,1777,5,1500,0.028,0.314,174,3,1
173,fc6d3d34-bcc2-4b03-9885-677b84179730,FORD,Ranger Open Cab XLT 2.0L Turbo 4x4 6MT,2022,869000,5098.7,3.0,6.7,1996,1918,5370,1874,2,1780,0.031,0.284,178,3,1
174,097ace34-334e-4ea9-aeaa-27116c3221fe,FORD,Ranger Open Cab XLT 2.0L Turbo HR 6AT,2022,854000,5631.4,3.0,7.4,1996,1918,5370,1874,2,1780,0.047,0.276,196,3,1
175,63d01ec7-447a-497f-bb80-1c8082ff4a5c,FORD,Ranger Open Cab XLT 2.0L Turbo HR 6MT,2022,809000,5022.6,3.0,6.6,1996,1918,5370,1874,2,1780,0.043,0.253,175,3,1
176,c9d28421-9358-4e6c-9005-a52f626bce71,FORD,Ranger Open Cab XL+ 2.0L Turbo HR 6MT,2022,709000,5022.6,3.0,6.6,1996,1918,5370,1874,2,1780,0.043,0.253,175,3,1
177,9677c48d-8934-47eb-a6fa-93396b7d386d,FORD,Ranger Open Cab XL 2.0L Turbo LR 5MT,2022,645000,5022.6,3.0,6.6,1996,1910,5370,1769,2,1500,0.028,0.314,174,3,1
178,9bfd08d8-e38f-48d3-8b53-cc1b7a1ae885,FORD,Ranger Standard Cab XL 2.0L Turbo 4x4 6MT,2022,707000,5098.7,2.0,6.7,1996,1910,5350,1880,2,1780,0.031,0.284,178,3,1
179,af8b3921-2931-43e8-8449-153ce6949d81,FORD,Ranger Standard Cab XL 2.0L Turbo LR 5MT,2022,599000,5022.6,2.0,6.6,1996,1910,5350,1778,2,1500,0.028,0.314,174,3,1
180,21ad6905-b3c1-4a12-a12a-95b83c7826ce,FORD,Everest 2.0L Bi-Turbo Wildtrak 4x2 10AT,2023,1754000,5403.1,20.0,7.1,1996,1923,4914,1844,7,1780,0.024,0.312,187,0,1
181,6020aee5-683f-4fe7-8ab8-449626c45480,FORD,Everest 2.0L Bi-Turbo Titanium+ 4x2 10AT,2022,1734000,5403.1,20.0,7.1,1996,1923,4914,1842,7,1780,0.024,0.312,187,0,1
182,1aa836db-66bb-42d1-8fa7-02baa78664c5,FORD,Ranger Double Cab XLT 2.0L Turbo HR 6MT,2022,904000,5022.6,9.0,6.6,1996,1918,5370,1884,5,1780,0.043,0.253,175,0,1
183,705facd2-2265-4dbf-8661-321e785aa97a,FORD,Ranger Double Cab XLT 2.0L Turbo HR 6AT,2022,944000,5631.4,9.0,7.4,1996,1918,5370,1884,5,1780,0.047,0.276,196,0,1
184,9bb4ba69-4d59-4143-981d-b275540c5ba0,FORD,Ranger Double Cab XLT 2.0L Turbo 4x4 6MT,2023,991000,5098.7,9.0,6.7,1996,1918,5370,1884,5,1780,0.031,0.284,178,0,1
185,d8434037-4eea-42f4-a6c5-64290feb5299,FORD,Ranger Double Cab Sport 2.0L Turbo HR 6MT,2022,939000,5022.6,9.0,6.6,1996,1918,5370,1884,5,1780,0.043,0.253,175,0,1
186,9e0fbaaa-0657-4fbe-ac8f-eb05ae92030c,FORD,Ranger Double Cab Sport 2.0L Turbo HR 6AT,2022,1034000,5631.4,9.0,7.4,1996,1918,5370,1884,5,1780,0.047,0.276,196,0,1
187,411d648a-8ed0-4c93-b88c-ee370c35dbfb,FORD,Ranger Double Cab Sport 2.0L Turbo 4x4 6AT,2022,1119000,5707.5,9.0,7.5,1996,1918,5370,1884,5,1780,0.032,0.325,200,0,1
188,9c779681-c639-4d78-83b2-07ad840eca95,FORD,Ranger Double Cab Wildtrak 2.0L Turbo HR 6MT,2022,1014000,5022.6,9.0,6.6,1996,1918,5370,1884,5,1780,0.043,0.253,175,0,1
189,744c75fe-7a06-473c-98df-2767119de236,FORD,Ranger Double Cab Wildtrak 2.0L Turbo HR 6AT,2022,1164000,5631.4,9.0,7.4,1996,1918,5370,1884,5,1780,0.047,0.276,196,0,1
190,8baa5ee2-2cb4-4621-bf99-a3de74a20efa,FORD,Ranger Double Cab Wildtrak 2.0L Bi-Turbo HR 10AT,2022,1224000,5403.1,9.0,7.1,1996,1918,5370,1884,5,1780,0.028,0.285,188,0,1
191,2292195c-00d1-440b-afc0-635b754a71de,FORD,Ranger Double Cab Wildtrak 2.0L Bi-Turbo 4x4 10AT,2022,1364000,5631.4,9.0,7.4,1996,1918,5370,1884,5,1780,0.025,0.309,197,0,1
192,5bcd087d-4f61-4f27-a1e1-4996c75bea41,PORSCHE,718 CAYMAN T,2023,5666950,6164.1,30.0,8.1,1988,1801,4379,1276,2,1380,0.00024,0.027,185,3,1
193,cea90741-49e5-49e7-9c28-a875fea7bffb,TOYOTA,Voxy Hybrid S-Z,2022,1550000,3652.8,16.0,4.8,1797,1470,2805,1405,7,1644,,0.002,110,1,0
194,e2d7f61a-c451-4135-b7ca-36e8b61d3eee,TOYOTA,ALPHARD Z 2WD,2023,2750000,6468.5,30.0,8.5,2493,1850,4995,1935,7,2084,,0.006,197,0,1
195,1241b600-0122-4e87-b46b-5dd852ed7df5,TOYOTA,GR 86 RC,2023,1600000,6925.1,35.0,9.1,2387,1775,4265,1310,2,1285,,0.016,211,3,1
196,61a82425-c84a-40bb-90ee-4ec10fceb4c6,TOYOTA,GR 86 RZ,2023,1926000,6925.1,35.0,9.1,2387,1775,4265,1310,2,1285,,0.016,211,3,1
197,7f73c5fa-15e7-4594-8d8b-cb79ac3c5b3a,HONDA,ACCORD e:HEV RS,2024,1799000,3044.0,4.0,4.0,1993,1862,4962,1449,5,1606,,0.007,96,1,0
198,d1e6a42e-984b-46ac-8bf0-867acb19c0df,HONDA,ACCORD e:HEV EL,2024,1669000,3044.0,4.0,4.0,1993,1862,4962,1449,5,1571,,0.007,96,1,0
199,3ce58bce-737a-40d9-a8fd-eb1151e78dba,HONDA,ACCORD e:HEV E,2024,1529000,3044.0,4.0,4.0,1993,1862,4962,1449,5,1560,,0.007,96,1,0
200,1478dde3-87d3-412b-83bd-f2c786f9034b,TOYOTA,Alphard 2.5 HEV,2023,4129000,4261.6,16.0,5.6,2487,1850,5010,1945,7,2215,0.00028,0.004,128,0,3
